flow_id,start_time,end_time,duration,src_ip,sport,dst_ip,dport,proto,service,orig_bytes,resp_bytes,orig_pkts,resp_pkts,conn_state,local_orig,local_resp,attack_id,attack,phase
f8275,952446472.435571,952446472.435571,0.0,131.84.1.31,3186,51.33.45.37,13276,tcp,-,0,0,1,0,OTH,F,F,8276,1,5
f8276,952446472.435632,952446472.435632,0.0,131.84.1.31,32405,60.149.50.212,13277,tcp,-,0,0,1,0,OTH,F,F,8277,1,5
f8277,952446472.435706,952446472.435706,0.0,131.84.1.31,20255,64.43.202.218,13278,tcp,-,0,0,1,0,OTH,F,F,8278,1,5
f8278,952446472.435775,952446472.435775,0.0,131.84.1.31,15548,31.108.207.125,13279,tcp,-,0,0,1,0,OTH,F,F,8279,1,5
f8279,952446472.435844,952446472.435844,0.0,131.84.1.31,24912,19.91.5.167,13280,tcp,-,0,0,1,0,OTH,F,F,8280,1,5
f8280,952446472.435913,952446472.435913,0.0,131.84.1.31,13488,3.144.12.114,13281,tcp,-,0,0,1,0,OTH,F,F,8281,1,5
f8281,952446472.435988,952446472.435988,0.0,131.84.1.31,28101,59.80.98.133,13282,tcp,-,0,0,1,0,OTH,F,F,8282,1,5
f8282,952446472.436061,952446472.436061,0.0,131.84.1.31,27007,113.133.24.35,13283,tcp,-,0,0,1,0,OTH,F,F,8283,1,5
f8283,952446472.436141,952446472.436141,0.0,131.84.1.31,16579,20.157.76.196,13284,tcp,-,0,0,1,0,OTH,F,F,8284,1,5
f8284,952446472.43622,952446472.43622,0.0,131.84.1.31,17392,108.125.109.21,13285,tcp,-,0,0,1,0,OTH,F,F,8285,1,5
f8285,952446472.436258,952446472.436258,0.0,131.84.1.31,8644,47.217.83.190,13286,tcp,-,0,0,1,0,OTH,F,F,8286,1,5
f8286,952446472.436347,952446472.436347,0.0,131.84.1.31,11616,4.230.178.17,13287,tcp,-,0,0,1,0,OTH,F,F,8287,1,5
f8287,952446472.436412,952446472.436412,0.0,131.84.1.31,23068,2.102.93.52,13288,tcp,-,0,0,1,0,OTH,F,F,8288,1,5
f8288,952446472.436475,952446472.436475,0.0,131.84.1.31,19326,0.6.86.86,13289,tcp,-,0,0,1,0,OTH,F,T,8289,1,5
f8289,952446472.436547,952446472.436547,0.0,131.84.1.31,11411,80.189.250.113,13290,tcp,-,0,0,1,0,OTH,F,F,8290,1,5
f8290,952446472.436637,952446472.436637,0.0,131.84.1.31,23931,67.138.244.190,13291,tcp,-,0,0,1,0,OTH,F,F,8291,1,5
f8291,952446472.436685,952446472.436685,0.0,131.84.1.31,20144,69.130.175.47,13292,tcp,-,0,0,1,0,OTH,F,F,8292,1,5
f8292,952446472.436753,952446472.436753,0.0,131.84.1.31,26890,62.78.125.190,13293,tcp,-,0,0,1,0,OTH,F,F,8293,1,5
f8293,952446472.436828,952446472.436828,0.0,131.84.1.31,28443,9.55.67.181,13294,tcp,-,0,0,1,0,OTH,F,F,8294,1,5
f8294,952446472.436902,952446472.436902,0.0,131.84.1.31,10570,7.81.56.54,13295,tcp,-,0,0,1,0,OTH,F,F,8295,1,5
f8295,952446472.436973,952446472.436973,0.0,131.84.1.31,11622,21.67.48.182,13296,tcp,-,0,0,1,0,OTH,F,F,8296,1,5
f8296,952446472.437037,952446472.437037,0.0,131.84.1.31,31591,95.33.176.35,13297,tcp,-,0,0,1,0,OTH,F,F,8297,1,5
f8297,952446472.437107,952446472.437107,0.0,131.84.1.31,20003,111.125.185.221,13298,tcp,-,0,0,1,0,OTH,F,F,8298,1,5
f8298,952446472.437183,952446472.437183,0.0,131.84.1.31,17566,6.44.68.245,13299,tcp,-,0,0,1,0,OTH,F,F,8299,1,5
f8299,952446472.437254,952446472.437254,0.0,131.84.1.31,6915,23.168.169.171,13300,tcp,-,0,0,1,0,OTH,F,F,8300,1,5
f8300,952446472.437317,952446472.437317,0.0,131.84.1.31,29411,37.12.252.66,13301,tcp,-,0,0,1,0,OTH,F,F,8301,1,5
f8301,952446472.437386,952446472.437386,0.0,131.84.1.31,29053,14.39.29.104,13302,tcp,-,0,0,1,0,OTH,F,F,8302,1,5
f8302,952446472.437454,952446472.437454,0.0,131.84.1.31,13659,36.173.44.110,13303,tcp,-,0,0,1,0,OTH,F,F,8303,1,5
f8303,952446472.437526,952446472.437526,0.0,131.84.1.31,13104,85.250.236.156,13304,tcp,-,0,0,1,0,OTH,F,F,8304,1,5
f8304,952446472.437593,952446472.437593,0.0,131.84.1.31,19304,47.8.176.72,13305,tcp,-,0,0,1,0,OTH,F,F,8305,1,5
f8305,952446472.437672,952446472.437672,0.0,131.84.1.31,18930,117.126.27.239,13306,tcp,-,0,0,1,0,OTH,F,F,8306,1,5
f8306,952446472.437742,952446472.437742,0.0,131.84.1.31,16630,9.28.25.193,13307,tcp,-,0,0,1,0,OTH,F,F,8307,1,5
f8307,952446472.43782,952446472.43782,0.0,131.84.1.31,28240,107.157.227.29,13308,tcp,-,0,0,1,0,OTH,F,F,8308,1,5
f8308,952446472.437904,952446472.437904,0.0,131.84.1.31,3156,53.169.230.202,13309,tcp,-,0,0,1,0,OTH,F,F,8309,1,5
f8309,952446472.43795,952446472.43795,0.0,131.84.1.31,2542,40.136.233.62,13310,tcp,-,0,0,1,0,OTH,F,F,8310,1,5
f8310,952446472.438006,952446472.438006,0.0,131.84.1.31,13743,126.248.232.196,13311,tcp,-,0,0,1,0,OTH,F,F,8311,1,5
f8311,952446472.438094,952446472.438094,0.0,131.84.1.31,6148,57.57.243.60,13312,tcp,-,0,0,1,0,OTH,F,F,8312,1,5
f8312,952446472.438156,952446472.438156,0.0,131.84.1.31,27160,99.217.75.195,13313,tcp,-,0,0,1,0,OTH,F,F,8313,1,5
f8313,952446472.438229,952446472.438229,0.0,131.84.1.31,31980,112.126.0.231,13314,tcp,-,0,0,1,0,OTH,F,F,8314,1,5
f8314,952446472.438303,952446472.438303,0.0,131.84.1.31,2959,77.215.64.0,13315,tcp,-,0,0,1,0,OTH,F,F,8315,1,5
f8315,952446472.438366,952446472.438366,0.0,131.84.1.31,8827,80.86.184.216,13316,tcp,-,0,0,1,0,OTH,F,F,8316,1,5
f8316,952446472.438441,952446472.438441,0.0,131.84.1.31,26002,32.87.84.165,13317,tcp,-,0,0,1,0,OTH,F,F,8317,1,5
f8317,952446472.438507,952446472.438507,0.0,131.84.1.31,27040,82.189.242.17,13318,tcp,-,0,0,1,0,OTH,F,F,8318,1,5
f8318,952446472.438581,952446472.438581,0.0,131.84.1.31,6433,82.189.22.12,13319,tcp,-,0,0,1,0,OTH,F,F,8319,1,5
f8319,952446472.438666,952446472.438666,0.0,131.84.1.31,25210,32.93.170.251,13320,tcp,-,0,0,1,0,OTH,F,F,8320,1,5
f8320,952446472.438705,952446472.438705,0.0,131.84.1.31,1323,35.123.236.130,13321,tcp,-,0,0,1,0,OTH,F,F,8321,1,5
f8321,952446472.438775,952446472.438775,0.0,131.84.1.31,27366,22.72.10.203,13322,tcp,-,0,0,1,0,OTH,F,F,8322,1,5
f8322,952446472.438861,952446472.438861,0.0,131.84.1.31,22512,101.224.90.42,13323,tcp,-,0,0,1,0,OTH,F,F,8323,1,5
f8323,952446472.438929,952446472.438929,0.0,131.84.1.31,47,97.202.106.64,13324,tcp,-,0,0,1,0,OTH,F,F,8324,1,5
f8324,952446472.439002,952446472.439002,0.0,131.84.1.31,944,31.127.78.128,13325,tcp,-,0,0,1,0,OTH,F,F,8325,1,5
f8325,952446472.439062,952446472.439062,0.0,131.84.1.31,27501,109.49.146.97,13326,tcp,-,0,0,1,0,OTH,F,F,8326,1,5
f8326,952446472.439135,952446472.439135,0.0,131.84.1.31,29892,119.13.154.246,13327,tcp,-,0,0,1,0,OTH,F,F,8327,1,5
f8327,952446472.4392,952446472.4392,0.0,131.84.1.31,10421,126.160.254.163,13328,tcp,-,0,0,1,0,OTH,F,F,8328,1,5
f8328,952446472.439284,952446472.439284,0.0,131.84.1.31,4337,92.175.76.62,13329,tcp,-,0,0,1,0,OTH,F,F,8329,1,5
f8329,952446472.439415,952446472.439415,0.0,131.84.1.31,12322,125.57.223.236,13330,tcp,-,0,0,1,0,OTH,F,F,8330,1,5
f8330,952446472.439439,952446472.439439,0.0,131.84.1.31,10139,22.73.168.78,13331,tcp,-,0,0,1,0,OTH,F,F,8331,1,5
f8331,952446472.439487,952446472.439487,0.0,131.84.1.31,19558,1.188.72.128,13332,tcp,-,0,0,1,0,OTH,F,F,8332,1,5
f8332,952446472.439573,952446472.439573,0.0,131.84.1.31,28,11.96.253.84,13333,tcp,-,0,0,1,0,OTH,F,F,8333,1,5
f8333,952446472.439805,952446472.439805,0.0,131.84.1.31,7519,58.246.212.189,13334,tcp,-,0,0,1,0,OTH,F,F,8334,1,5
f8334,952446472.439852,952446472.439852,0.0,131.84.1.31,3945,87.183.53.28,13335,tcp,-,0,0,1,0,OTH,F,F,8335,1,5
f8335,952446472.439881,952446472.439881,0.0,131.84.1.31,30181,58.105.173.156,13336,tcp,-,0,0,1,0,OTH,F,F,8336,1,5
f8336,952446472.439905,952446472.439905,0.0,131.84.1.31,32726,48.116.240.172,13337,tcp,-,0,0,1,0,OTH,F,F,8337,1,5
f8337,952446472.439933,952446472.439933,0.0,131.84.1.31,8912,96.211.78.221,13338,tcp,-,0,0,1,0,OTH,F,F,8338,1,5
f8338,952446472.440021,952446472.440021,0.0,131.84.1.31,3471,38.7.144.185,13339,tcp,-,0,0,1,0,OTH,F,F,8339,1,5
f8339,952446472.44008,952446472.44008,0.0,131.84.1.31,1510,102.30.215.118,13340,tcp,-,0,0,1,0,OTH,F,F,8340,1,5
f8340,952446472.440105,952446472.440105,0.0,131.84.1.31,14366,9.92.56.27,13341,tcp,-,0,0,1,0,OTH,F,F,8341,1,5
f8341,952446472.440193,952446472.440193,0.0,131.84.1.31,31273,37.0.121.125,13342,tcp,-,0,0,1,0,OTH,F,F,8342,1,5
f8342,952446472.440277,952446472.440277,0.0,131.84.1.31,23837,31.88.202.178,13343,tcp,-,0,0,1,0,OTH,F,F,8343,1,5
f8343,952446472.440316,952446472.440316,0.0,131.84.1.31,24516,109.53.131.222,13344,tcp,-,0,0,1,0,OTH,F,F,8344,1,5
f8344,952446472.440396,952446472.440396,0.0,131.84.1.31,27106,21.126.122.100,13345,tcp,-,0,0,1,0,OTH,F,F,8345,1,5
f8345,952446472.440489,952446472.440489,0.0,131.84.1.31,9354,109.48.10.178,13346,tcp,-,0,0,1,0,OTH,F,F,8346,1,5
f8346,952446472.440542,952446472.440542,0.0,131.84.1.31,25032,61.140.60.182,13347,tcp,-,0,0,1,0,OTH,F,F,8347,1,5
f8347,952446472.440603,952446472.440603,0.0,131.84.1.31,21185,53.213.207.10,13348,tcp,-,0,0,1,0,OTH,F,F,8348,1,5
f8348,952446472.440679,952446472.440679,0.0,131.84.1.31,27743,63.237.252.195,13349,tcp,-,0,0,1,0,OTH,F,F,8349,1,5
f8349,952446472.440745,952446472.440745,0.0,131.84.1.31,21165,16.73.82.195,13350,tcp,-,0,0,1,0,OTH,F,F,8350,1,5
f8350,952446472.440966,952446472.440966,0.0,131.84.1.31,27306,86.51.122.5,13351,tcp,-,0,0,1,0,OTH,F,F,8351,1,5
f8351,952446472.441231,952446472.441231,0.0,131.84.1.31,19482,99.105.233.69,13352,tcp,-,0,0,1,0,OTH,F,F,8352,1,5
f8352,952446472.441295,952446472.441295,0.0,131.84.1.31,9273,38.145.93.142,13353,tcp,-,0,0,1,0,OTH,F,F,8353,1,5
f8353,952446472.441439,952446472.441439,0.0,131.84.1.31,9173,60.19.212.48,13354,tcp,-,0,0,1,0,OTH,F,F,8354,1,5
f8354,952446472.441578,952446472.441578,0.0,131.84.1.31,25788,69.52.83.133,13355,tcp,-,0,0,1,0,OTH,F,F,8355,1,5
f8355,952446472.452134,952446472.452134,0.0,131.84.1.31,7634,70.16.172.14,13356,tcp,-,0,0,1,0,OTH,F,F,8356,1,5
f8356,952446472.452182,952446472.452182,0.0,131.84.1.31,20574,41.69.102.145,13357,tcp,-,0,0,1,0,OTH,F,F,8357,1,5
f8357,952446472.45225,952446472.45225,0.0,131.84.1.31,26486,60.65.238.124,13358,tcp,-,0,0,1,0,OTH,F,F,8358,1,5
f8358,952446472.453573,952446472.453573,0.0,131.84.1.31,14611,68.177.170.178,13359,tcp,-,0,0,1,0,OTH,F,F,8359,1,5
f8359,952446472.453624,952446472.453624,0.0,131.84.1.31,26171,5.244.178.207,13360,tcp,-,0,0,1,0,OTH,F,F,8360,1,5
f8360,952446472.453746,952446472.453746,0.0,131.84.1.31,18587,57.123.206.104,13361,tcp,-,0,0,1,0,OTH,F,F,8361,1,5
f8361,952446472.453786,952446472.453786,0.0,131.84.1.31,19877,90.251.83.0,13362,tcp,-,0,0,1,0,OTH,F,F,8362,1,5
f8362,952446472.453836,952446472.453836,0.0,131.84.1.31,21213,7.176.251.80,13363,tcp,-,0,0,1,0,OTH,F,F,8363,1,5
f8363,952446472.453928,952446472.453928,0.0,131.84.1.31,25668,68.220.203.188,13364,tcp,-,0,0,1,0,OTH,F,F,8364,1,5
f8364,952446472.454016,952446472.454016,0.0,131.84.1.31,2554,21.242.39.189,13365,tcp,-,0,0,1,0,OTH,F,F,8365,1,5
f8365,952446472.454085,952446472.454085,0.0,131.84.1.31,12862,95.104.48.108,13366,tcp,-,0,0,1,0,OTH,F,F,8366,1,5
f8366,952446472.454241,952446472.454241,0.0,131.84.1.31,17542,70.103.24.106,13368,tcp,-,0,0,1,0,OTH,F,F,8367,1,5
f8367,952446472.454274,952446472.454274,0.0,131.84.1.31,11491,64.59.127.74,13369,tcp,-,0,0,1,0,OTH,F,F,8368,1,5
f8368,952446472.454354,952446472.454354,0.0,131.84.1.31,28375,37.78.10.18,13370,tcp,-,0,0,1,0,OTH,F,F,8369,1,5
f8369,952446472.454435,952446472.454435,0.0,131.84.1.31,26652,44.133.239.224,13371,tcp,-,0,0,1,0,OTH,F,F,8370,1,5
f8370,952446472.454511,952446472.454511,0.0,131.84.1.31,13069,73.151.183.101,13372,tcp,-,0,0,1,0,OTH,F,F,8371,1,5
f8371,952446472.454747,952446472.454747,0.0,131.84.1.31,8430,74.78.131.143,13373,tcp,-,0,0,1,0,OTH,F,F,8372,1,5
f8372,952446472.45482,952446472.45482,0.0,131.84.1.31,24424,75.222.186.147,13374,tcp,-,0,0,1,0,OTH,F,F,8373,1,5
f8373,952446472.454893,952446472.454893,0.0,131.84.1.31,5821,54.205.59.68,13375,tcp,-,0,0,1,0,OTH,F,F,8374,1,5
f8374,952446472.45496,952446472.45496,0.0,131.84.1.31,15846,95.204.253.244,13376,tcp,-,0,0,1,0,OTH,F,F,8375,1,5
f8375,952446472.455023,952446472.455023,0.0,131.84.1.31,19081,57.14.197.69,13377,tcp,-,0,0,1,0,OTH,F,F,8376,1,5
f8376,952446472.455097,952446472.455097,0.0,131.84.1.31,1462,116.89.119.250,13378,tcp,-,0,0,1,0,OTH,F,F,8377,1,5
f8377,952446472.455182,952446472.455182,0.0,131.84.1.31,21346,21.162.204.254,13379,tcp,-,0,0,1,0,OTH,F,F,8378,1,5
f8378,952446472.455244,952446472.455244,0.0,131.84.1.31,21613,120.252.194.9,13380,tcp,-,0,0,1,0,OTH,F,F,8379,1,5
f8379,952446472.455308,952446472.455308,0.0,131.84.1.31,24142,4.162.202.189,13381,tcp,-,0,0,1,0,OTH,F,F,8380,1,5
f8380,952446472.455379,952446472.455379,0.0,131.84.1.31,30596,107.214.71.3,13382,tcp,-,0,0,1,0,OTH,F,F,8381,1,5
f8381,952446472.455445,952446472.455445,0.0,131.84.1.31,17587,92.102.171.78,13383,tcp,-,0,0,1,0,OTH,F,F,8382,1,5
f8382,952446472.455517,952446472.455517,0.0,131.84.1.31,28499,43.52.40.75,13384,tcp,-,0,0,1,0,OTH,F,F,8383,1,5
f8383,952446472.455583,952446472.455583,0.0,131.84.1.31,5665,39.234.27.51,13385,tcp,-,0,0,1,0,OTH,F,F,8384,1,5
f8384,952446472.455658,952446472.455658,0.0,131.84.1.31,889,33.154.254.212,13386,tcp,-,0,0,1,0,OTH,F,F,8385,1,5
f8385,952446472.455728,952446472.455728,0.0,131.84.1.31,6679,113.68.212.90,13387,tcp,-,0,0,1,0,OTH,F,F,8386,1,5
f8386,952446472.4558,952446472.4558,0.0,131.84.1.31,11634,81.47.129.196,13388,tcp,-,0,0,1,0,OTH,F,F,8387,1,5
f8387,952446472.455866,952446472.455866,0.0,131.84.1.31,7181,93.220.237.80,13389,tcp,-,0,0,1,0,OTH,F,F,8388,1,5
f8388,952446472.455937,952446472.455937,0.0,131.84.1.31,14544,53.246.127.12,13390,tcp,-,0,0,1,0,OTH,F,F,8389,1,5
f8389,952446472.456005,952446472.456005,0.0,131.84.1.31,14321,87.36.52.148,13391,tcp,-,0,0,1,0,OTH,F,F,8390,1,5
f8390,952446472.456075,952446472.456075,0.0,131.84.1.31,29008,23.88.187.184,13392,tcp,-,0,0,1,0,OTH,F,F,8391,1,5
f8391,952446472.456147,952446472.456147,0.0,131.84.1.31,18140,16.241.210.12,13393,tcp,-,0,0,1,0,OTH,F,F,8392,1,5
f8392,952446472.456219,952446472.456219,0.0,131.84.1.31,15810,94.213.47.228,13394,tcp,-,0,0,1,0,OTH,F,F,8393,1,5
f8393,952446472.456285,952446472.456285,0.0,131.84.1.31,27549,92.53.135.116,13395,tcp,-,0,0,1,0,OTH,F,F,8394,1,5
f8394,952446472.456357,952446472.456357,0.0,131.84.1.31,19317,38.227.249.202,13396,tcp,-,0,0,1,0,OTH,F,F,8395,1,5
f8395,952446472.456427,952446472.456427,0.0,131.84.1.31,1144,62.61.96.80,13397,tcp,-,0,0,1,0,OTH,F,F,8396,1,5
f8396,952446472.456498,952446472.456498,0.0,131.84.1.31,8371,91.124.0.204,13398,tcp,-,0,0,1,0,OTH,F,F,8397,1,5
f8397,952446472.456566,952446472.456566,0.0,131.84.1.31,25385,109.75.18.52,13399,tcp,-,0,0,1,0,OTH,F,F,8398,1,5
f8398,952446472.456641,952446472.456641,0.0,131.84.1.31,15725,126.120.223.154,13400,tcp,-,0,0,1,0,OTH,F,F,8399,1,5
f8399,952446472.456728,952446472.456728,0.0,131.84.1.31,3588,0.202.10.222,13401,tcp,-,0,0,1,0,OTH,F,T,8400,1,5
f8400,952446472.456802,952446472.456802,0.0,131.84.1.31,4126,25.209.2.20,13402,tcp,-,0,0,1,0,OTH,F,F,8401,1,5
f8401,952446472.456869,952446472.456869,0.0,131.84.1.31,25811,72.16.151.0,13403,tcp,-,0,0,1,0,OTH,F,F,8402,1,5
f8402,952446472.456943,952446472.456943,0.0,131.84.1.31,8603,75.24.142.110,13404,tcp,-,0,0,1,0,OTH,F,F,8403,1,5
f8403,952446472.45701,952446472.45701,0.0,131.84.1.31,16826,101.175.188.167,13405,tcp,-,0,0,1,0,OTH,F,F,8404,1,5
f8404,952446472.457086,952446472.457086,0.0,131.84.1.31,9538,126.221.210.68,13406,tcp,-,0,0,1,0,OTH,F,F,8405,1,5
f8405,952446472.457151,952446472.457151,0.0,131.84.1.31,583,42.229.140.98,13407,tcp,-,0,0,1,0,OTH,F,F,8406,1,5
f8406,952446472.457221,952446472.457221,0.0,131.84.1.31,17348,30.190.129.237,13408,tcp,-,0,0,1,0,OTH,F,F,8407,1,5
f8407,952446472.45729,952446472.45729,0.0,131.84.1.31,16003,115.55.74.62,13409,tcp,-,0,0,1,0,OTH,F,F,8408,1,5
f8408,952446472.457362,952446472.457362,0.0,131.84.1.31,11658,64.136.89.96,13410,tcp,-,0,0,1,0,OTH,F,F,8409,1,5
f8409,952446472.457433,952446472.457433,0.0,131.84.1.31,17301,23.187.67.246,13411,tcp,-,0,0,1,0,OTH,F,F,8410,1,5
f8410,952446472.457507,952446472.457507,0.0,131.84.1.31,30295,119.218.20.252,13412,tcp,-,0,0,1,0,OTH,F,F,8411,1,5
f8411,952446472.45757,952446472.45757,0.0,131.84.1.31,7511,44.94.160.99,13413,tcp,-,0,0,1,0,OTH,F,F,8412,1,5
f8412,952446472.457643,952446472.457643,0.0,131.84.1.31,7869,116.33.239.68,13414,tcp,-,0,0,1,0,OTH,F,F,8413,1,5
f8413,952446472.457711,952446472.457711,0.0,131.84.1.31,1524,35.14.61.71,13415,tcp,-,0,0,1,0,OTH,F,F,8414,1,5
f8414,952446472.457787,952446472.457787,0.0,131.84.1.31,12414,84.72.187.151,13416,tcp,-,0,0,1,0,OTH,F,F,8415,1,5
f8415,952446472.457852,952446472.457852,0.0,131.84.1.31,25691,21.188.238.24,13417,tcp,-,0,0,1,0,OTH,F,F,8416,1,5
f8416,952446472.457928,952446472.457928,0.0,131.84.1.31,8682,20.83.17.161,13418,tcp,-,0,0,1,0,OTH,F,F,8417,1,5
f8417,952446472.458007,952446472.458007,0.0,131.84.1.31,2616,37.120.61.91,13419,tcp,-,0,0,1,0,OTH,F,F,8418,1,5
f8418,952446472.458055,952446472.458055,0.0,131.84.1.31,229,115.153.219.104,13420,tcp,-,0,0,1,0,OTH,F,F,8419,1,5
f8419,952446472.458139,952446472.458139,0.0,131.84.1.31,4020,74.73.144.173,13421,tcp,-,0,0,1,0,OTH,F,F,8420,1,5
f8420,952446472.458201,952446472.458201,0.0,131.84.1.31,24849,124.156.113.239,13422,tcp,-,0,0,1,0,OTH,F,F,8421,1,5
f8421,952446472.458276,952446472.458276,0.0,131.84.1.31,28437,10.242.151.32,13423,tcp,-,0,0,1,0,OTH,F,T,8422,1,5
f8422,952446472.458343,952446472.458343,0.0,131.84.1.31,24909,91.59.98.186,13424,tcp,-,0,0,1,0,OTH,F,F,8423,1,5
f8423,952446472.458413,952446472.458413,0.0,131.84.1.31,19500,91.113.161.211,13425,tcp,-,0,0,1,0,OTH,F,F,8424,1,5
f8424,952446472.458482,952446472.458482,0.0,131.84.1.31,913,103.40.30.148,13426,tcp,-,0,0,1,0,OTH,F,F,8425,1,5
f8425,952446472.458576,952446472.458576,0.0,131.84.1.31,4881,2.31.92.132,13427,tcp,-,0,0,1,0,OTH,F,F,8426,1,5
f8426,952446472.458691,952446472.458691,0.0,131.84.1.31,14031,25.175.2.36,13428,tcp,-,0,0,1,0,OTH,F,F,8427,1,5
f8427,952446472.458715,952446472.458715,0.0,131.84.1.31,16268,66.164.31.97,13429,tcp,-,0,0,1,0,OTH,F,F,8428,1,5
f8428,952446472.458797,952446472.458797,0.0,131.84.1.31,1365,111.106.110.184,13430,tcp,-,0,0,1,0,OTH,F,F,8429,1,5
f8429,952446472.458881,952446472.458881,0.0,131.84.1.31,6730,24.39.225.190,13431,tcp,-,0,0,1,0,OTH,F,F,8430,1,5
f8430,952446472.458915,952446472.458915,0.0,131.84.1.31,2801,67.110.42.63,13432,tcp,-,0,0,1,0,OTH,F,F,8431,1,5
f8431,952446472.458997,952446472.458997,0.0,131.84.1.31,31411,9.59.112.204,13433,tcp,-,0,0,1,0,OTH,F,F,8432,1,5
f8432,952446472.459069,952446472.459069,0.0,131.84.1.31,21694,96.56.120.190,13434,tcp,-,0,0,1,0,OTH,F,F,8433,1,5
f8433,952446472.45914,952446472.45914,0.0,131.84.1.31,5101,14.134.184.173,13435,tcp,-,0,0,1,0,OTH,F,F,8434,1,5
f8434,952446472.459212,952446472.459212,0.0,131.84.1.31,18794,110.235.45.116,13436,tcp,-,0,0,1,0,OTH,F,F,8435,1,5
f8435,952446472.45928,952446472.45928,0.0,131.84.1.31,29050,95.22.75.2,13437,tcp,-,0,0,1,0,OTH,F,F,8436,1,5
f8436,952446472.459351,952446472.459351,0.0,131.84.1.31,25423,57.108.69.15,13438,tcp,-,0,0,1,0,OTH,F,F,8437,1,5
f8437,952446472.459414,952446472.459414,0.0,131.84.1.31,31602,13.169.175.97,13439,tcp,-,0,0,1,0,OTH,F,F,8438,1,5
f8438,952446472.459491,952446472.459491,0.0,131.84.1.31,3765,82.77.149.65,13440,tcp,-,0,0,1,0,OTH,F,F,8439,1,5
f8439,952446472.459556,952446472.459556,0.0,131.84.1.31,5192,121.244.158.111,13441,tcp,-,0,0,1,0,OTH,F,F,8440,1,5
f8440,952446472.459624,952446472.459624,0.0,131.84.1.31,5403,37.100.243.87,13442,tcp,-,0,0,1,0,OTH,F,F,8441,1,5
f8441,952446472.459693,952446472.459693,0.0,131.84.1.31,4504,74.39.170.61,13443,tcp,-,0,0,1,0,OTH,F,F,8442,1,5
f8442,952446472.459771,952446472.459771,0.0,131.84.1.31,21336,38.83.62.211,13444,tcp,-,0,0,1,0,OTH,F,F,8443,1,5
f8443,952446472.459838,952446472.459838,0.0,131.84.1.31,26484,25.134.226.155,13445,tcp,-,0,0,1,0,OTH,F,F,8444,1,5
f8444,952446472.459912,952446472.459912,0.0,131.84.1.31,15087,109.53.231.132,13446,tcp,-,0,0,1,0,OTH,F,F,8445,1,5
f8445,952446472.45998,952446472.45998,0.0,131.84.1.31,18724,122.155.250.106,13447,tcp,-,0,0,1,0,OTH,F,F,8446,1,5
f8446,952446472.46005,952446472.46005,0.0,131.84.1.31,32753,47.67.208.180,13448,tcp,-,0,0,1,0,OTH,F,F,8447,1,5
f8447,952446472.460119,952446472.460119,0.0,131.84.1.31,13405,1.136.249.38,13449,tcp,-,0,0,1,0,OTH,F,F,8448,1,5
f8448,952446472.460184,952446472.460184,0.0,131.84.1.31,831,32.20.55.197,13450,tcp,-,0,0,1,0,OTH,F,F,8449,1,5
f8449,952446472.460255,952446472.460255,0.0,131.84.1.31,17241,34.221.172.28,13451,tcp,-,0,0,1,0,OTH,F,F,8450,1,5
f8450,952446472.460326,952446472.460326,0.0,131.84.1.31,13829,75.210.137.211,13452,tcp,-,0,0,1,0,OTH,F,F,8451,1,5
f8451,952446472.460399,952446472.460399,0.0,131.84.1.31,12363,28.176.169.181,13453,tcp,-,0,0,1,0,OTH,F,F,8452,1,5
f8452,952446472.460469,952446472.460469,0.0,131.84.1.31,3537,45.208.67.61,13454,tcp,-,0,0,1,0,OTH,F,F,8453,1,5
f8453,952446472.460551,952446472.460551,0.0,131.84.1.31,6198,39.13.236.141,13455,tcp,-,0,0,1,0,OTH,F,F,8454,1,5
f8454,952446472.460609,952446472.460609,0.0,131.84.1.31,22920,120.34.75.136,13456,tcp,-,0,0,1,0,OTH,F,F,8455,1,5
f8455,952446472.460681,952446472.460681,0.0,131.84.1.31,13572,20.248.97.209,13457,tcp,-,0,0,1,0,OTH,F,F,8456,1,5
f8456,952446472.460742,952446472.460742,0.0,131.84.1.31,3627,41.45.73.17,13458,tcp,-,0,0,1,0,OTH,F,F,8457,1,5
f8457,952446472.460811,952446472.460811,0.0,131.84.1.31,26226,17.209.77.172,13459,tcp,-,0,0,1,0,OTH,F,F,8458,1,5
f8458,952446472.460895,952446472.460895,0.0,131.84.1.31,10028,87.156.129.50,13460,tcp,-,0,0,1,0,OTH,F,F,8459,1,5
f8459,952446472.460961,952446472.460961,0.0,131.84.1.31,26414,24.151.183.201,13461,tcp,-,0,0,1,0,OTH,F,F,8460,1,5
f8460,952446472.461026,952446472.461026,0.0,131.84.1.31,10430,41.249.47.107,13462,tcp,-,0,0,1,0,OTH,F,F,8461,1,5
f8461,952446472.461111,952446472.461111,0.0,131.84.1.31,26424,27.10.171.114,13463,tcp,-,0,0,1,0,OTH,F,F,8462,1,5
f8462,952446472.461199,952446472.461199,0.0,131.84.1.31,25450,33.211.40.150,13464,tcp,-,0,0,1,0,OTH,F,F,8463,1,5
f8463,952446472.461243,952446472.461243,0.0,131.84.1.31,26216,10.49.168.41,13465,tcp,-,0,0,1,0,OTH,F,T,8464,1,5
f8464,952446472.461333,952446472.461333,0.0,131.84.1.31,30415,41.145.100.31,13466,tcp,-,0,0,1,0,OTH,F,F,8465,1,5
